3ptT15 4.63494e-10 1.11333e-09 2.46993e-09 5.5653e-09 1.17698e-08 2.67621e-08 5.5497e-08 1.29247e-07 2.56143e-07 6.21593e-07 1.14803e-06 2.90646e-06 4.70531e-06 1.22851e-05 1.45741e-05 3.38676e-05
3ptT15 4.85637e-10 1.15445e-09 2.59419e-09 5.80181e-09 1.23273e-08 2.80092e-08 5.82188e-08 1.3553e-07 2.7017e-07 6.5235e-07 1.21029e-06 3.06699e-06 4.96612e-06 1.29781e-05 1.53976e-05 3.578e-05
3ptT15 4.7395e-10 1.13374e-09 2.53914e-09 5.7391e-09 1.22144e-08 2.80018e-08 5.80229e-08 1.35618e-07 2.69336e-07 6.50881e-07 1.20065e-06 3.03545e-06 4.92715e-06 1.28577e-05 1.52314e-05 3.54766e-05
3ptT15 4.79285e-10 1.15258e-09 2.57162e-09 5.81849e-09 1.22818e-08 2.80612e-08 5.77167e-08 1.35705e-07 2.69e-07 6.53272e-07 1.19882e-06 3.04532e-06 4.92637e-06 1.28391e-05 1.51835e-05 3.54004e-05
3ptT15 4.8322e-10 1.16241e-09 2.56655e-09 5.85744e-09 1.22263e-08 2.81827e-08 5.75865e-08 1.35565e-07 2.67941e-07 6.50438e-07 1.1992e-06 3.04214e-06 4.91584e-06 1.28169e-05 1.51498e-05 3.52146e-05
3ptT15 4.81581e-10 1.15196e-09 2.56956e-09 5.80191e-09 1.23494e-08 2.8082e-08 5.80233e-08 1.35325e-07 2.69872e-07 6.52033e-07 1.20764e-06 3.04915e-06 4.97193e-06 1.29141e-05 1.53985e-05 3.56383e-05
3ptT15 4.68522e-10 1.10868e-09 2.48435e-09 5.54227e-09 1.18223e-08 2.69452e-08 5.59258e-08 1.30786e-07 2.59507e-07 6.30938e-07 1.16119e-06 2.94273e-06 4.76292e-06 1.24471e-05 1.4687e-05 3.41342e-05
3ptT15 4.73374e-10 1.15028e-09 2.53084e-09 5.74208e-09 1.2114e-08 2.77507e-08 5.7302e-08 1.34177e-07 2.66818e-07 6.48186e-07 1.19611e-06 3.03207e-06 4.91248e-06 1.28153e-05 1.51463e-05 3.52927e-05
3ptT15 4.70603e-10 1.13013e-09 2.50735e-09 5.69445e-09 1.19845e-08 2.75592e-08 5.65481e-08 1.33449e-07 2.61632e-07 6.39594e-07 1.17731e-06 2.99042e-06 4.84158e-06 1.26462e-05 1.50372e-05 3.50071e-05
3ptT15 4.901e-10 1.16124e-09 2.59148e-09 5.82373e-09 1.23758e-08 2.8142e-08 5.83097e-08 1.35794e-07 2.68871e-07 6.5034e-07 1.20176e-06 3.03727e-06 4.92648e-06 1.28389e-05 1.52301e-05 3.54985e-05
3ptT15 4.73687e-10 1.12891e-09 2.51088e-09 5.68138e-09 1.20634e-08 2.73746e-08 5.69793e-08 1.32671e-07 2.63223e-07 6.38589e-07 1.17793e-06 2.99545e-06 4.86186e-06 1.26588e-05 1.50527e-05 3.4942e-05
3ptT15 4.62968e-10 1.10899e-09 2.47097e-09 5.56306e-09 1.1789e-08 2.69495e-08 5.58651e-08 1.3065e-07 2.57803e-07 6.24254e-07 1.15414e-06 2.91567e-06 4.72618e-06 1.23121e-05 1.46466e-05 3.39708e-05
3ptT15 4.61295e-10 1.12652e-09 2.49916e-09 5.63099e-09 1.199e-08 2.72352e-08 5.62971e-08 1.31084e-07 2.60351e-07 6.28857e-07 1.17115e-06 2.96488e-06 4.81805e-06 1.25922e-05 1.49226e-05 3.47509e-05
3ptT15 4.68874e-10 1.13138e-09 2.50598e-09 5.65325e-09 1.19619e-08 2.73916e-08 5.63735e-08 1.32986e-07 2.63143e-07 6.41372e-07 1.17711e-06 2.98286e-06 4.82931e-06 1.25979e-05 1.48899e-05 3.47133e-05
3ptT15 4.89181e-10 1.17407e-09 2.60927e-09 5.84769e-09 1.24576e-08 2.84224e-08 5.88181e-08 1.3749e-07 2.72736e-07 6.64891e-07 1.22547e-06 3.10662e-06 5.04654e-06 1.31385e-05 1.56674e-05 3.641e-05
3ptT15 4.78998e-10 1.15842e-09 2.58773e-09 5.82653e-09 1.23755e-08 2.83049e-08 5.8216e-08 1.36736e-07 2.69751e-07 6.53907e-07 1.2097e-06 3.05895e-06 4.98351e-06 1.29982e-05 1.5424e-05 3.57968e-05
3ptT15 4.75132e-10 1.11815e-09 2.51269e-09 5.63669e-09 1.19918e-08 2.728e-08 5.63585e-08 1.31466e-07 2.60391e-07 6.3118e-07 1.16468e-06 2.95134e-06 4.77385e-06 1.24333e-05 1.46614e-05 3.40786e-05
3ptT15 4.6908e-10 1.12967e-09 2.51285e-09 5.69082e-09 1.20212e-08 2.75073e-08 5.6494e-08 1.32307e-07 2.61472e-07 6.34788e-07 1.16723e-06 2.95601e-06 4.80377e-06 1.25352e-05 1.48334e-05 3.44494e-05
3ptT15 4.81284e-10 1.16487e-09 2.54118e-09 5.79207e-09 1.21377e-08 2.79748e-08 5.7261e-08 1.34444e-07 2.65416e-07 6.45284e-07 1.18697e-06 3.00904e-06 4.87648e-06 1.2745e-05 1.506e-05 3.51254e-05
