etas 0.305044 0.0789607 0.0331313 0.0164312 0.00970984 0.00609134 0.00394482 0.00256734 0.00167524 0.00110103 0.000724995 0.000478247 0.000314624 0.000206522 0.000136206 8.94677e-05 5.85398e-05 3.84603e-05 2.54097e-05 1.68201e-05 1.10921e-05 7.32e-06 4.8626e-06 3.21013e-06 2.10691e-06 1.3915e-06 9.21407e-07 6.11914e-07 4.1037e-07 2.81967e-07 2.05094e-07 1.63999e-07 1.5093e-07 1.65925e-07 2.09361e-07 2.89855e-07 4.18885e-07 6.21262e-07 9.37594e-07 1.41489e-06 2.13088e-06 3.23058e-06 4.89643e-06 7.40031e-06 1.12119e-05 1.69422e-05 2.57583e-05 3.90798e-05 5.91606e-05 8.97819e-05 0.000136599 0.000207184 0.000314519 0.00047683 0.000725733 0.0011036 0.00167041 0.00255537 0.00392628 0.00609986 0.00971445 0.0164646 0.0332153 0.0791385
etas 0.306573 0.0802435 0.0340765 0.0170824 0.0101128 0.00637906 0.00411611 0.00268019 0.00176363 0.00116098 0.000765071 0.000504145 0.000331082 0.000218195 0.000143599 9.4562e-05 6.24785e-05 4.12046e-05 2.71482e-05 1.78915e-05 1.17192e-05 7.68186e-06 5.03992e-06 3.30987e-06 2.1843e-06 1.44374e-06 9.54158e-07 6.3603e-07 4.27023e-07 2.93532e-07 2.11992e-07 1.68329e-07 1.55313e-07 1.69943e-07 2.14427e-07 2.98681e-07 4.3361e-07 6.4586e-07 9.70219e-07 1.4636e-06 2.2241e-06 3.38286e-06 5.16285e-06 7.87343e-06 1.1911e-05 1.80379e-05 2.73668e-05 4.14265e-05 6.31821e-05 9.5962e-05 0.000145837 0.000222189 0.00033532 0.000506836 0.000767265 0.00115751 0.00176526 0.00268759 0.00412195 0.00640301 0.0101162 0.0170088 0.034013 0.0801528
etas 0.306194 0.0800234 0.0338007 0.0168066 0.00998213 0.0062835 0.00405207 0.002651 0.00173959 0.00114637 0.000754706 0.000498162 0.000329263 0.000216139 0.000141944 9.37169e-05 6.17291e-05 4.06999e-05 2.67869e-05 1.76398e-05 1.16222e-05 7.6405e-06 5.02961e-06 3.32598e-06 2.19659e-06 1.45374e-06 9.62276e-07 6.39515e-07 4.29862e-07 2.95827e-07 2.13202e-07 1.69984e-07 1.56149e-07 1.69805e-07 2.1314e-07 2.95033e-07 4.2889e-07 6.37802e-07 9.56603e-07 1.44589e-06 2.18518e-06 3.31062e-06 5.01096e-06 7.61567e-06 1.15833e-05 1.75426e-05 2.64795e-05 4.01104e-05 6.07175e-05 9.19072e-05 0.000139474 0.000212998 0.000324985 0.000493688 0.000746257 0.00113261 0.00172298 0.00262678 0.00403011 0.00625302 0.00998396 0.0168862 0.0337728 0.0799462
etas 0.3061 0.079849 0.0336794 0.0167815 0.00991131 0.00619847 0.00399813 0.00262121 0.00173929 0.00114859 0.000756587 0.000499018 0.000328902 0.000215543 0.000141506 9.35311e-05 6.22321e-05 4.11455e-05 2.70599e-05 1.78626e-05 1.1801e-05 7.72985e-06 5.08661e-06 3.36502e-06 2.24122e-06 1.47771e-06 9.73048e-07 6.4896e-07 4.37217e-07 3.00266e-07 2.17335e-07 1.74328e-07 1.61548e-07 1.76176e-07 2.19474e-07 3.03672e-07 4.40007e-07 6.5109e-07 9.81326e-07 1.48367e-06 2.25403e-06 3.39611e-06 5.11327e-06 7.77389e-06 1.18003e-05 1.78146e-05 2.70185e-05 4.08573e-05 6.21187e-05 9.38079e-05 0.000141672 0.000215623 0.000327229 0.000495182 0.000752064 0.00114249 0.00174482 0.00264716 0.00403841 0.00625661 0.0099388 0.0167413 0.0336499 0.0797493
etas 0.305643 0.0796203 0.0335961 0.0167559 0.0099163 0.00621949 0.0040031 0.00261239 0.00171689 0.00113365 0.000750414 0.000496663 0.000327136 0.000215043 0.000141705 9.31448e-05 6.16442e-05 4.07678e-05 2.69253e-05 1.77328e-05 1.16185e-05 7.61549e-06 5.02846e-06 3.32269e-06 2.20599e-06 1.46673e-06 9.73338e-07 6.46871e-07 4.31831e-07 2.95783e-07 2.14023e-07 1.70065e-07 1.56546e-07 1.7049e-07 2.15076e-07 2.9762e-07 4.3101e-07 6.41342e-07 9.62455e-07 1.4543e-06 2.19909e-06 3.32255e-06 5.0578e-06 7.67642e-06 1.15917e-05 1.75881e-05 2.66514e-05 4.04314e-05 6.13193e-05 9.26e-05 0.000140657 0.000213153 0.000321805 0.000488425 0.000740534 0.00112659 0.00171725 0.0026064 0.00400184 0.00619528 0.0098225 0.016633 0.0334303 0.0794347
etas 0.306221 0.0798779 0.0336477 0.0168038 0.00999428 0.00628237 0.00406085 0.00264051 0.00173978 0.00114183 0.000751783 0.000498045 0.000329246 0.000216527 0.000143322 9.4208e-05 6.26309e-05 4.1256e-05 2.72243e-05 1.80035e-05 1.19345e-05 7.87636e-06 5.21476e-06 3.44318e-06 2.29373e-06 1.51769e-06 1.0074e-06 6.74361e-07 4.54847e-07 3.13089e-07 2.27785e-07 1.81513e-07 1.67178e-07 1.81707e-07 2.25015e-07 3.11038e-07 4.50564e-07 6.68519e-07 1.00223e-06 1.51828e-06 2.29239e-06 3.46873e-06 5.19426e-06 7.87756e-06 1.19685e-05 1.81025e-05 2.74148e-05 4.14773e-05 6.28145e-05 9.5073e-05 0.000143045 0.000217747 0.000330554 0.000499487 0.000756201 0.00114855 0.00174164 0.00265086 0.00403162 0.00626089 0.00996456 0.0168285 0.0337502 0.0799328
etas 0.305959 0.0796437 0.0335587 0.016675 0.00984621 0.00621688 0.00400517 0.00260355 0.00171127 0.00112493 0.000741426 0.000487495 0.000320095 0.000210351 0.000138014 9.03206e-05 5.95934e-05 3.92136e-05 2.58073e-05 1.69474e-05 1.11109e-05 7.31291e-06 4.8181e-06 3.17342e-06 2.10096e-06 1.3895e-06 9.18624e-07 6.07614e-07 4.06332e-07 2.78901e-07 2.01796e-07 1.59965e-07 1.48073e-07 1.61475e-07 2.03819e-07 2.82884e-07 4.1283e-07 6.18949e-07 9.28704e-07 1.40797e-06 2.13494e-06 3.25743e-06 4.92758e-06 7.49472e-06 1.13781e-05 1.73803e-05 2.63467e-05 4.01727e-05 6.09806e-05 9.27607e-05 0.000140078 0.000212938 0.000322259 0.000492346 0.000745952 0.00113469 0.00172066 0.00262316 0.00400413 0.00622479 0.00985603 0.0167816 0.0336321 0.0797749
etas 0.305347 0.0792614 0.0332557 0.0164915 0.00977255 0.00614445 0.00396077 0.00258937 0.00171244 0.00113122 0.000746134 0.000491874 0.000325986 0.000214446 0.000141318 9.32304e-05 6.1858e-05 4.07571e-05 2.68901e-05 1.7779e-05 1.18015e-05 7.76209e-06 5.09001e-06 3.34396e-06 2.21963e-06 1.46475e-06 9.66513e-07 6.43483e-07 4.35442e-07 2.97301e-07 2.15131e-07 1.70634e-07 1.58105e-07 1.72053e-07 2.16752e-07 2.9866e-07 4.31992e-07 6.41734e-07 9.66347e-07 1.45596e-06 2.20375e-06 3.3447e-06 5.07947e-06 7.69529e-06 1.16091e-05 1.76176e-05 2.67183e-05 4.0366e-05 6.11369e-05 9.28763e-05 0.000140763 0.000214088 0.000323174 0.000490202 0.000744167 0.00112544 0.00170925 0.00260804 0.00399154 0.00618122 0.00977952 0.0165257 0.0332713 0.0792044
etas 0.305314 0.0794146 0.0334651 0.0166822 0.00982861 0.00615196 0.00397964 0.00260439 0.00169863 0.00112156 0.000740545 0.00048899 0.000320947 0.000210979 0.00013948 9.23485e-05 6.0412e-05 3.99987e-05 2.64743e-05 1.7497e-05 1.1501e-05 7.55033e-06 4.98401e-06 3.28106e-06 2.14854e-06 1.42536e-06 9.46127e-07 6.2985e-07 4.22748e-07 2.89928e-07 2.10708e-07 1.67741e-07 1.53266e-07 1.66858e-07 2.10552e-07 2.91419e-07 4.23933e-07 6.30589e-07 9.5044e-07 1.42815e-06 2.15427e-06 3.26729e-06 4.96081e-06 7.53102e-06 1.14385e-05 1.73438e-05 2.63315e-05 3.97681e-05 5.98535e-05 9.08755e-05 0.000138051 0.000209663 0.0003191 0.000484077 0.000736794 0.00111747 0.00169148 0.00258687 0.00397217 0.00616357 0.00982554 0.0166111 0.0335206 0.0794644
etas 0.305998 0.079466 0.0334377 0.0166245 0.00988905 0.0062069 0.00402 0.00262308 0.00171552 0.00112562 0.000742914 0.000490921 0.000324779 0.000213776 0.000141481 9.36911e-05 6.20586e-05 4.08287e-05 2.69813e-05 1.77743e-05 1.17594e-05 7.73159e-06 5.12847e-06 3.39775e-06 2.24712e-06 1.48193e-06 9.83185e-07 6.56024e-07 4.43132e-07 3.0469e-07 2.21608e-07 1.76697e-07 1.62033e-07 1.7568e-07 2.19993e-07 3.04809e-07 4.39437e-07 6.57374e-07 9.86053e-07 1.49941e-06 2.25397e-06 3.40663e-06 5.13131e-06 7.81238e-06 1.17879e-05 1.79457e-05 2.71178e-05 4.13589e-05 6.21069e-05 9.39834e-05 0.000141615 0.000216157 0.000326085 0.000495938 0.000749828 0.00114323 0.00172572 0.0026226 0.00399316 0.00620968 0.00982158 0.0166335 0.0334791 0.0797783
